"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"assayas' [[ambitious]] , sometimes beautiful [[adaptation]] of jacques chardonne's [[novel]] .","assayas' [[problematic]] , sometimes beautiful [[seamstress]] of jacques chardonne's [[nova]] .",0.0016613006591796875,0.9743761420249939,1,0,1,82,"Successful"
"as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and [[believable]] .","as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and [[reputable]] .",0.004607439041137695,0.8822615146636963,1,0,1,25,"Successful"
"those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[reserved]] but existential poignancy .","those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[proviso]] but existential poignancy .",0.010746002197265625,0.6602925062179565,1,0,1,40,"Successful"
"pete's [[screenplay]] manages to find that [[real]] [[natural]] , even-flowing [[tone]] that few movies are able to accomplish .","pete's [[supposition]] manages to find that [[actual]] [[inborn]] , even-flowing [[tons]] that few movies are able to accomplish .",0.0033699870109558105,0.7418544292449951,1,0,1,68,"Successful"
"like brosnan's performance , evelyn [[comes]] from the [[heart]] .","like brosnan's performance , evelyn [[arriving]] from the [[centres]] .",0.0011791586875915527,0.9800469279289246,1,0,1,61,"Successful"
"it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[powerful]] , naturally dramatic piece of low-budget filmmaking .","it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[pompous]] , naturally dramatic piece of low-budget filmmaking .",0.0007815361022949219,0.9807876348495483,1,0,1,48,"Successful"
"its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[viewing]] .","its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[consults]] .",0.013659238815307617,0.9979722499847412,1,0,1,59,"Successful"
"the early and middle passages are surprising in how much they engage and even touch us . this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . it's sort of in-between , and it [[works]] .","the early and middle passages are surprising in how much they engage and even touch us . this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . it's sort of in-between , and it [[gig]] .",0.001678168773651123,0.8515260219573975,1,0,1,60,"Successful"
"this [[quiet]] , [[introspective]] and [[entertaining]] [[independent]] is worth seeking .","this [[shhhh]] , [[pessimistic]] and [[kidding]] [[unrelated]] is worth seeking .",0.0014145374298095703,0.9978706240653992,1,0,1,81,"Successful"
"whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama isn't much of a mystery , unfortunately .","whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama isn't much of a mystery , unfortunately .",0.8987351059913635,0.8987351059913635,0,0,1,1,"Skipped"
"whether or not ram [[dass]] [[proves]] as [[clear]] and [[reliable]] an [[authority]] on that as he was about [[inner]] [[consciousness]] , [[fierce]] grace reassures us that he [[will]] once again [[be]] an [[honest]] and [[loving]] one .","whether or not ram [[kommt]] [[confirm]] as [[gross]] and [[respectable]] an [[approbation]] on that as he was about [[insides]] [[knowing]] , [[strenuous]] grace reassures us that he [[wish]] once again [[got]] an [[honorably]] and [[amour]] one .",0.003020763397216797,0.5091533660888672,1,0,1,288,"Successful"
"[[sly]] , [[sophisticated]] and [[surprising]] .","[[devilishly]] , [[tortuous]] and [[striking]] .",0.0012598633766174316,0.2505066990852356,1,1,1,52,"Failed"
"[[spare]] but [[quietly]] effective retelling .","[[booking]] but [[lightly]] effective retelling .",0.0015291571617126465,0.9982777833938599,1,0,1,89,"Successful"
"demonstrates a vivid imagination and an impressive [[style]] that result in some [[terrific]] setpieces .","demonstrates a vivid imagination and an impressive [[conceiving]] that result in some [[peachy]] setpieces .",0.0009632110595703125,0.6737802028656006,1,0,1,49,"Successful"
"by its modest , straight-ahead standards , undisputed [[scores]] a direct hit .","by its modest , straight-ahead standards , undisputed [[punctuation]] a direct hit .",0.0232241153717041,0.9954501390457153,1,0,1,29,"Successful"
"its story about a young [[chinese]] woman , ah [[na]] , who has come to [[new]] [[york]] [[city]] to [[replace]] past tragedy with the [[american]] [[dream]] is one that any art-house moviegoer is likely to find [[compelling]] .","its story about a young [[shanghainese]] woman , ah [[nd]] , who has come to [[novel]] [[yorker]] [[locality]] to [[overstep]] past tragedy with the [[latin]] [[dreams]] is one that any art-house moviegoer is likely to find [[overriding]] .",0.0009016990661621094,0.5488901138305664,1,0,1,110,"Successful"
"for those who like quirky , slightly strange [[french]] [[films]] , this is a must !","for those who like quirky , slightly strange [[englishman]] [[theatrical]] , this is a must !",0.0035362839698791504,0.9850442409515381,1,0,1,58,"Successful"
"there are so few films about the plight of american indians in modern america that skins comes as a [[welcome]] , if downbeat , missive from a forgotten front .","there are so few films about the plight of american indians in modern america that skins comes as a [[delighted]] , if downbeat , missive from a forgotten front .",0.0987546443939209,0.5474125146865845,1,0,1,34,"Successful"
"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[refusing]] to compromise his vision .","[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[wastes]] to compromise his vision .",0.0010886192321777344,0.938335120677948,1,0,1,62,"Successful"
"a [[whale]] of a good time for both [[children]] and [[parents]] [[seeking]] christian-themed fun .","a [[whaling]] of a good time for both [[immature]] and [[relatives]] [[attempted]] christian-themed fun .",0.0008995532989501953,0.9950323104858398,1,0,1,135,"Successful"
"what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .","what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .",0.9983265399932861,0.9983265399932861,0,0,1,1,"Skipped"
"much [[smarter]] and more attentive than it first [[sets]] out to [[be]] .","much [[cancerous]] and more attentive than it first [[determining]] out to [[constitutes]] .",0.0017411112785339355,0.9366960525512695,1,0,1,69,"Successful"
"the [[story]] is [[smart]] and entirely charming in [[intent]] and [[execution]] .","the [[conte]] is [[cancerous]] and entirely charming in [[fated]] and [[run]] .",0.0025635361671447754,0.719193696975708,1,0,1,166,"Successful"
"a [[movie]] of [[technical]] [[skill]] and rare [[depth]] of [[intellect]] and feeling .","a [[kino]] of [[technological]] [[jurisdictional]] and rare [[thoroughly]] of [[bother]] and feeling .",0.0007607936859130859,0.985790491104126,1,0,1,152,"Successful"
"represents a [[worthy]] departure from the culture clash comedies that have marked an emerging indian american cinema .","represents a [[reputable]] departure from the culture clash comedies that have marked an emerging indian american cinema .",0.0012262463569641113,0.9174388647079468,1,0,1,46,"Successful"
"doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly [[welcome]] .","doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly [[hospitable]] .",0.024967193603515625,0.6690741777420044,1,0,1,24,"Successful"
"if you're [[looking]] for an [[intelligent]] [[movie]] in which you can [[release]] your pent up anger , enough is just the ticket you need .","if you're [[finding]] for an [[smarter]] [[cinemas]] in which you can [[emitted]] your pent up anger , enough is just the ticket you need .",0.0037966370582580566,0.6489413380622864,1,0,1,123,"Successful"
"a [[pointed]] , often [[tender]] , [[examination]] of the [[pros]] and [[cons]] of [[unconditional]] [[love]] and [[familial]] duties .","a [[mentioned]] , often [[tenders]] , [[consideration]] of the [[regulars]] and [[schmucks]] of [[slavish]] [[darlings]] and [[spousal]] duties .",0.0009726285934448242,0.9166215658187866,1,0,1,271,"Successful"
"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .","as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.9963806867599487,0.9963806867599487,0,0,1,1,"Skipped"
"a comedy-drama of nearly epic proportions rooted in a [[sincere]] performance by the title character undergoing midlife crisis .","a comedy-drama of nearly epic proportions rooted in a [[cordially]] performance by the title character undergoing midlife crisis .",0.0037505030632019043,0.8119584321975708,1,0,1,55,"Successful"
"it's about issues most adults have to face in marriage and i think that's what i [[liked]] about it -- the real issues tucked between the silly and crude storyline .","it's about issues most adults have to face in marriage and i think that's what i [[preferred]] about it -- the real issues tucked between the silly and crude storyline .",0.00656813383102417,0.714646577835083,1,0,1,52,"Successful"
"[[elegantly]] [[produced]] and expressively [[performed]] , the six [[musical]] numbers crystallize [[key]] [[plot]] moments into minutely [[detailed]] [[wonders]] of dreamlike ecstasy .","[[fashionably]] [[fabrication]] and expressively [[doing]] , the six [[choral]] numbers crystallize [[sizeable]] [[plotting]] moments into minutely [[precautionary]] [[honeys]] of dreamlike ecstasy .",0.00039082765579223633,0.7234760522842407,1,0,1,244,"Successful"
"enriched by a [[strong]] and unforced supporting cast .","enriched by a [[steep]] and unforced supporting cast .",0.0014019608497619629,0.9994513392448425,1,0,1,32,"Successful"
"writer/ director m . [[night]] shyamalan's ability to pull [[together]] easily [[accessible]] stories that resonate with profundity is undeniable .","writer/ director m . [[interferes]] shyamalan's ability to pull [[assembly]] easily [[disposable]] stories that resonate with profundity is undeniable .",0.000634610652923584,0.9991868138313293,1,0,1,42,"Successful"
"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought [[unexpected]] gravity to blade ii .","if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought [[unpredictable]] gravity to blade ii .",0.003211379051208496,0.8464643955230713,1,0,1,45,"Successful"
"not a strike against yang's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole [[less]] detached .","not a strike against yang's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole [[low]] detached .",0.014177143573760986,0.640614926815033,1,0,1,24,"Successful"
"a [[breathtaking]] [[adventure]] for all [[ages]] , [[spirit]] [[tells]] its [[poignant]] and [[uplifting]] [[story]] in a [[stunning]] [[fusion]] of [[music]] and [[images]] .","a [[captivating]] [[fling]] for all [[aging]] , [[sentiment]] [[saying]] its [[disheartening]] and [[cathartic]] [[histories]] in a [[impressed]] [[amalgam]] of [[gig]] and [[portrayal]] .",0.00039273500442504883,0.7531140446662903,1,0,1,362,"Successful"
"a charming and funny [[story]] of [[clashing]] [[cultures]] and a [[clashing]] [[mother]]/[[daughter]] [[relationship]] .","a charming and funny [[conte]] of [[clashes]] [[crop]] and a [[quarreling]] [[matsu]]/[[missus]] [[contacted]] .",0.001011192798614502,0.6250693202018738,1,0,1,213,"Successful"
"never [[lets]] [[go]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly moving .","never [[delivers]] [[goes]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at times uncommonly moving .",0.0013320446014404297,0.6500257253646851,1,0,1,70,"Successful"
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.9974948167800903,0.9974948167800903,0,0,1,1,"Skipped"
"[washington's] strong hand , [[keen]] eye , sweet [[spirit]] and good [[taste]] are reflected in almost every scene .","[washington's] strong hand , [[antsy]] eye , sweet [[encyclopedia]] and good [[aftertaste]] are reflected in almost every scene .",0.002970874309539795,0.8872824907302856,1,0,1,115,"Successful"
"shiner can certainly go the distance , but isn't world championship material","shiner can certainly go the distance , but isn't world championship material",0.9984429478645325,0.9984429478645325,0,0,1,1,"Skipped"
"the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality .","the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality .",0.9974536895751953,0.9974536895751953,0,0,1,1,"Skipped"
". . . a [[quietly]] introspective [[portrait]] of the self-esteem of [[employment]] and the [[shame]] of [[losing]] a [[job]] . . .",". . . a [[wearily]] introspective [[resemblance]] of the self-esteem of [[tasks]] and the [[indignation]] of [[squandered]] a [[manpower]] . . .",0.001060187816619873,0.9502893090248108,1,0,1,254,"Successful"
"affable if not timeless , like mike raises some worthwhile themes while [[delivering]] a wholesome fantasy for kids .","affable if not timeless , like mike raises some worthwhile themes while [[offered]] a wholesome fantasy for kids .",0.0009095668792724609,0.858415424823761,1,0,1,48,"Successful"
"a film of delicate [[interpersonal]] [[dances]] . [[caine]] makes [[us]] [[watch]] as his [[character]] [[awakens]] to the [[notion]] that to [[be]] human is [[eventually]] to [[have]] to [[choose]] . it's a [[sight]] to [[behold]] .","a film of delicate [[personal]] [[cheer]] . [[jia]] makes [[our]] [[tracked]] as his [[specifications]] [[stirs]] to the [[inkling]] that to [[fi]] human is [[probably]] to [[got]] to [[options]] . it's a [[brainchild]] to [[presume]] .",0.0005481839179992676,0.9725853800773621,1,0,1,357,"Successful"
"it's an [[unusual]] , [[thoughtful]] bio-drama with a [[rich]] [[subject]] and some [[fantastic]] [[moments]] and scenes .","it's an [[abnormal]] , [[pensive]] bio-drama with a [[storied]] [[respect]] and some [[peachy]] [[duration]] and scenes .",0.0003647804260253906,0.6394860148429871,1,0,1,195,"Successful"
"saved from being merely way-cool by a basic , credible compassion .","saved from being merely way-cool by a basic , credible compassion .",0.8384060859680176,0.8384060859680176,0,0,1,1,"Skipped"
"the increasingly diverse french director has [[created]] a film that one can honestly describe as [[looking]] , sounding and simply feeling like no other film in recent history .","the increasingly diverse french director has [[caused]] a film that one can honestly describe as [[googling]] , sounding and simply feeling like no other film in recent history .",0.0007494091987609863,0.9979473948478699,1,0,1,100,"Successful"
"gangs , despite the gravity of its subject matter , is often as fun to watch as a [[good]] spaghetti [[western]] .","gangs , despite the gravity of its subject matter , is often as fun to watch as a [[appropriate]] spaghetti [[ouest]] .",0.011112630367279053,0.5707530379295349,1,0,1,45,"Successful"
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery","peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0.9711459875106812,0.9711459875106812,0,0,1,1,"Skipped"
"there has to be a few [[advantages]] to never growing [[old]] . like being able to hit on a 15-year old when you're over 100 .","there has to be a few [[benefits]] to never growing [[oldest]] . like being able to hit on a 15-year old when you're over 100 .",0.19093316793441772,0.7314761877059937,1,0,1,25,"Successful"
"[[ice]] [[age]] won't drop your [[jaw]] , but it [[will]] [[warm]] your heart , and i'm giving it a [[strong]] thumbs up .","[[frosted]] [[seniority]] won't drop your [[chin]] , but it [[desired]] [[soured]] your heart , and i'm giving it a [[severe]] thumbs up .",0.002499878406524658,0.7516950368881226,1,0,1,138,"Successful"
"like [[kissing]] [[jessica]] [[stein]] , amy's [[orgasm]] [[has]] a [[key]] [[strength]] in its [[willingness]] to [[explore]] its [[principal]] [[characters]] with [[honesty]] , [[insight]] and [[humor]] .","like [[fuck]] [[cynthia]] [[greenberg]] , amy's [[hump]] [[had]] a [[notable]] [[resistance]] in its [[wishing]] to [[navigate]] its [[prime]] [[peculiarity]] with [[humility]] , [[acumen]] and [[lighthearted]] .",0.0008600950241088867,0.5586713552474976,1,0,1,446,"Successful"
"the lady and the duke is eric rohmer's economical [[antidote]] to the bloated costume drama","the lady and the duke is eric rohmer's economical [[remedy]] to the bloated costume drama",0.005560040473937988,0.6520408987998962,1,0,1,29,"Successful"
"one of the year's [[best]] films , [[featuring]] an oscar-worthy performance by julianne moore .","one of the year's [[strictest]] films , [[functionality]] an oscar-worthy performance by julianne moore .",0.0006949901580810547,0.6128564476966858,1,0,1,71,"Successful"
"a small [[gem]] from belgium .","a small [[mgm]] from belgium .",0.0020753145217895508,0.9342954158782959,1,0,1,25,"Successful"
"[[combines]] a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .","[[amalgamated]] a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .",0.004226624965667725,0.5268009901046753,1,0,1,56,"Successful"
"a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .","a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .",0.9994105100631714,0.9994105100631714,0,0,1,1,"Skipped"
"the most [[ingenious]] film comedy since being john malkovich .","the most [[malignant]] film comedy since being john malkovich .",0.00045567750930786133,0.9555202722549438,1,0,1,52,"Successful"
"there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .","there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .",0.9996369481086731,0.9996369481086731,0,0,1,1,"Skipped"
"a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .","a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .",0.9993112683296204,0.9993112683296204,0,0,1,1,"Skipped"
"manages to [[accomplish]] what [[few]] sequels can -- it equals the [[original]] and in some [[ways]] even betters it .","manages to [[obtain]] what [[scrawny]] sequels can -- it equals the [[preliminary]] and in some [[pleas]] even betters it .",0.0037971138954162598,0.9457206726074219,1,0,1,134,"Successful"
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .","to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",0.9993050694465637,0.9993050694465637,0,0,1,1,"Skipped"
"jolie gives it that [[extra]] [[little]] something that makes it worth [[checking]] out at theaters , especially if you're in the mood for something more comfortable than challenging .","jolie gives it that [[further]] [[marginal]] something that makes it worth [[supervising]] out at theaters , especially if you're in the mood for something more comfortable than challenging .",0.005520224571228027,0.5356056094169617,1,0,1,77,"Successful"
"although [[melodramatic]] and predictable , this romantic comedy [[explores]] the friendship between five filipino-americans and their frantic efforts to find love .","although [[bombastic]] and predictable , this romantic comedy [[examining]] the friendship between five filipino-americans and their frantic efforts to find love .",0.003923475742340088,0.6104649305343628,1,0,1,77,"Successful"
"i have a new favorite musical -- and i'm not even a fan of the genre","i have a new favorite musical -- and i'm not even a fan of the genre",0.9987711310386658,0.9987711310386658,0,0,1,1,"Skipped"
"it's unlikely we'll see a better thriller this year .","it's unlikely we'll see a better thriller this year .",0.9987309575080872,0.9987309575080872,0,0,1,1,"Skipped"
"there is a [[real]] [[subject]] here , and it is [[handled]] with [[intelligence]] and [[care]] .","there is a [[hardheaded]] [[subordinated]] here , and it is [[tampered]] with [[sanity]] and [[zorg]] .",0.0025783777236938477,0.998889684677124,1,0,1,110,"Successful"
"jason patric and ray liotta make for one [[splendidly]] cast pair .","jason patric and ray liotta make for one [[appallingly]] cast pair .",0.004260420799255371,0.9991593956947327,1,0,1,50,"Successful"
"noyce [[creates]] a [[film]] of near-hypnotic [[physical]] beauty even as he tells a story as horrifying as any in the heart-breakingly [[extensive]] [[annals]] of white-on-black [[racism]] .","noyce [[begs]] a [[scene]] of near-hypnotic [[corporal]] beauty even as he tells a story as horrifying as any in the heart-breakingly [[exhaustive]] [[fecal]] of white-on-black [[bigotry]] .",0.0007644891738891602,0.9163603782653809,1,0,1,147,"Successful"
"starts slowly , but adrien brody  in the [[title]] role  helps make the film's conclusion [[powerful]] and [[satisfying]] .","starts slowly , but adrien brody  in the [[securities]] role  helps make the film's conclusion [[pompous]] and [[fecund]] .",0.001593172550201416,0.9345149993896484,1,0,1,48,"Successful"
"very predictable but still [[entertaining]]","very predictable but still [[funniest]]",0.007287740707397461,0.9926072955131531,1,0,1,17,"Successful"
"nothing [[short]] of a [[masterpiece]] -- and a [[challenging]] one .","nothing [[little]] of a [[backbone]] -- and a [[provocation]] one .",0.0007045269012451172,0.999305248260498,1,0,1,35,"Successful"
"pratfalls aside , barbershop gets its greatest play from the [[timeless]] spectacle of people really talking to each other .","pratfalls aside , barbershop gets its greatest play from the [[bottomless]] spectacle of people really talking to each other .",0.000802457332611084,0.8974750638008118,1,0,1,50,"Successful"
"this amiable picture talks tough , but it's all bluster -- in the end it's as [[sweet]] as greenfingers . . .","this amiable picture talks tough , but it's all bluster -- in the end it's as [[soft]] as greenfingers . . .",0.02552807331085205,0.8529801368713379,1,0,1,24,"Successful"
"this is one of [[mr]] . chabrol's subtlest [[works]] , but also one of his most [[uncanny]] .","this is one of [[signor]] . chabrol's subtlest [[cooperated]] , but also one of his most [[unreal]] .",0.0009129047393798828,0.0781450867652893,1,1,1,74,"Failed"
"an [[engrossing]] iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .","an [[hallucinatory]] iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .",0.0006705522537231445,0.7126297950744629,1,0,1,46,"Successful"
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses [[lends]] the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses [[anticipates]] the film a resonant undertone of tragedy .",0.004517912864685059,0.8480088710784912,1,0,1,50,"Successful"
"watching spirited away is like watching an eastern [[imagination]] explode .","watching spirited away is like watching an eastern [[novelty]] explode .",0.005097866058349609,0.9978469610214233,1,0,1,45,"Successful"
"as relationships shift , director robert j . siegel [[allows]] the characters to [[inhabit]] their world without cleaving to a [[narrative]] arc .","as relationships shift , director robert j . siegel [[license]] the characters to [[stay]] their world without cleaving to a [[prose]] arc .",0.001689910888671875,0.6223157644271851,1,0,1,109,"Successful"
"twohy knows how to inflate the mundane into the scarifying , and [[gets]] full mileage out of the rolling of a stray barrel or the [[unexpected]] blast of a phonograph record .","twohy knows how to inflate the mundane into the scarifying , and [[ha]] full mileage out of the rolling of a stray barrel or the [[unpredictable]] blast of a phonograph record .",0.005863547325134277,0.5144488215446472,1,0,1,94,"Successful"
"while the story does seem pretty unbelievable at times , it's awfully [[entertaining]] to watch .","while the story does seem pretty unbelievable at times , it's awfully [[jest]] to watch .",0.005172073841094971,0.9975935220718384,1,0,1,37,"Successful"
"a smart and [[funny]] , albeit [[sometimes]] superficial , cautionary tale of a technology in search of an artist .","a smart and [[funniest]] , albeit [[periodically]] superficial , cautionary tale of a technology in search of an artist .",0.004072725772857666,0.7766998410224915,1,0,1,77,"Successful"
"[[examines]] its explosive subject matter as nonjudgmentally as wiseman's previous studies of inner-city high schools , hospitals , courts and welfare centers .","[[examined]] its explosive subject matter as nonjudgmentally as wiseman's previous studies of inner-city high schools , hospitals , courts and welfare centers .",0.008825957775115967,0.5045665502548218,1,0,1,65,"Successful"
"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .","i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .",0.9894484281539917,0.9894484281539917,0,0,1,1,"Skipped"
"'if you are in the mood for an intelligent weepy , it can easily worm its way into your [[heart]] . '","'if you are in the mood for an intelligent weepy , it can easily worm its way into your [[coeur]] . '",0.030331969261169434,0.8649792671203613,1,0,1,24,"Successful"
"in imax in [[short]] , it's just as [[wonderful]] on the [[big]] [[screen]] .","in imax in [[pithy]] , it's just as [[unbelievable]] on the [[heavy]] [[screening]] .",0.0009881258010864258,0.9921970963478088,1,0,1,99,"Successful"
"does a good [[job]] of [[establishing]] a [[time]] and [[place]] , and of telling a [[fascinating]] character's [[story]] .","does a good [[occupation]] of [[built]] a [[clocking]] and [[mise]] , and of telling a [[charming]] character's [[mythical]] .",0.0009088516235351562,0.6107555627822876,1,0,1,219,"Successful"
"i'm going to give it a marginal [[thumbs]] up . i liked it just enough .","i'm going to give it a marginal [[mm]] up . i liked it just enough .",0.009717345237731934,0.5923593044281006,1,0,1,21,"Successful"
"those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .","those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .",0.9511628150939941,0.9511628150939941,0,0,1,1,"Skipped"
"a [[deliciously]] nonsensical comedy about a city coming apart at its seams .","a [[staggeringly]] nonsensical comedy about a city coming apart at its seams .",0.001118481159210205,0.9993510842323303,1,0,1,48,"Successful"
"the [[rare]] imax movie that you'll wish was longer than an hour .","the [[sparsely]] imax movie that you'll wish was longer than an hour .",0.01342630386352539,0.9990756511688232,1,0,1,23,"Successful"
"my wife's plotting is nothing special ; it's the delivery that [[matters]] here .","my wife's plotting is nothing special ; it's the delivery that [[problema]] here .",0.27218562364578247,0.9990755915641785,1,0,1,55,"Successful"
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .",0.9337867498397827,0.9337867498397827,0,0,1,1,"Skipped"
"a moving and not infrequently [[breathtaking]] film .","a moving and not infrequently [[thrilling]] film .",0.0015811920166015625,0.9968991875648499,1,0,1,22,"Successful"
"it's a [[sharp]] movie about otherwise dull subjects .","it's a [[brutish]] movie about otherwise dull subjects .",0.008150339126586914,0.9995121359825134,1,0,1,46,"Successful"
"[an] [[absorbing]] documentary .","[an] [[takeover]] documentary .",0.0007042884826660156,0.7760657072067261,1,0,1,23,"Successful"
"it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .","it's like rocky and bullwinkle on speed , but that's neither completely enlightening , nor does it catch the intensity of the movie's strangeness .",0.9981637001037598,0.9981637001037598,0,0,1,1,"Skipped"
"as action-adventure , this space-based [[homage]] to robert louis stevenson's treasure island fires on all plasma conduits .","as action-adventure , this space-based [[congratulating]] to robert louis stevenson's treasure island fires on all plasma conduits .",0.0005003213882446289,0.686830997467041,1,0,1,62,"Successful"
"a melancholy , [[emotional]] [[film]] .","a melancholy , [[psychological]] [[scorsese]] .",0.00038301944732666016,0.9937236905097961,1,0,1,55,"Successful"
"while the filmmaking may be a bit disjointed , the subject matter is so [[fascinating]] that you won't care .","while the filmmaking may be a bit disjointed , the subject matter is so [[puzzling]] that you won't care .",0.0014204978942871094,0.976686418056488,1,0,1,33,"Successful"
"[[intensely]] romantic , thought-provoking and even an [[engaging]] [[mystery]] .","[[severely]] romantic , thought-provoking and even an [[participation]] [[headache]] .",0.0005590319633483887,0.9971106648445129,1,0,1,123,"Successful"
"goofy , [[nutty]] , [[consistently]] [[funny]] . and [[educational]] !","goofy , [[wacko]] , [[periodically]] [[freaky]] . and [[didactic]] !",0.0013701915740966797,0.9995542764663696,1,0,1,95,"Successful"
"not a schlocky [[creature]] [[feature]] but something [[far]] more [[stylish]] and cerebral--and , hence , more chillingly [[effective]] .","not a schlocky [[critter]] [[specification]] but something [[muy]] more [[overdressed]] and cerebral--and , hence , more chillingly [[reasonable]] .",0.001344919204711914,0.014113008975982666,1,1,1,134,"Failed"
"another in a [[long]] [[line]] of ultra-violent [[war]] movies , this one is not quite what it could [[have]] been as a [[film]] , but the [[story]] and theme [[make]] up for it .","another in a [[protracted]] [[conformity]] of ultra-violent [[combats]] movies , this one is not quite what it could [[got]] been as a [[cinematographer]] , but the [[escudos]] and theme [[bring]] up for it .",0.003784358501434326,0.675156831741333,1,0,1,164,"Successful"
"it leaves little [[doubt]] that kidman has become one of our best actors .","it leaves little [[hint]] that kidman has become one of our best actors .",0.0031055212020874023,0.9980564117431641,1,0,1,19,"Successful"
"the film boasts dry humor and jarring shocks , plus [[moments]] of [[breathtaking]] mystery .","the film boasts dry humor and jarring shocks , plus [[dated]] of [[whopping]] mystery .",0.0005786418914794922,0.996442437171936,1,0,1,61,"Successful"
"[[beautifully]] [[directed]] and [[convincingly]] [[acted]] .","[[appallingly]] [[guidance]] and [[purposefully]] [[behaved]] .",0.0005552172660827637,0.999286413192749,1,0,1,194,"Successful"
