"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients.<SPLIT>[[[[Hypothesis]]]]: The primary screen is the [[responsibility]] of the staff to be given to all patients.","[[[[Premise]]]]: The primary screen must be integrated into the standard intake procedure of the emergency setting and must be the responsibility of the staff to administer to all patients.<SPLIT>[[[[Hypothesis]]]]: The primary screen is the [[liabilities]] of the staff to be given to all patients.",0.007390320301055908,0.9849534034729004,1,0,1,33,"Successful"
"[[[[Premise]]]]: I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""<SPLIT>[[[[Hypothesis]]]]: There is an old [[woman]] in the village that I have been [[visiting]]. ","[[[[Premise]]]]: I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""<SPLIT>[[[[Hypothesis]]]]: There is an old [[mesdames]] in the village that I have been [[hospitality]]. ",0.0049790143966674805,0.7813032269477844,1,2,1,48,"Successful"
"[[[[Premise]]]]: As a basic guide, the symbols below have been used to indicate high-season rates in Hong Kong dollars, based on double occupancy, with bath or shower.<SPLIT>[[[[Hypothesis]]]]: As you can see, the symbols are of [[dolphins]] and octopuses.","[[[[Premise]]]]: As a basic guide, the symbols below have been used to indicate high-season rates in Hong Kong dollars, based on double occupancy, with bath or shower.<SPLIT>[[[[Hypothesis]]]]: As you can see, the symbols are of [[buccaneers]] and octopuses.",0.13286882638931274,0.5353087186813354,2,0,2,9,"Successful"
"[[[[Premise]]]]: Slate 's Joseph Nocera.<SPLIT>[[[[Hypothesis]]]]: Nocera works for [[Slate]].","[[[[Premise]]]]: Slate 's Joseph Nocera.<SPLIT>[[[[Hypothesis]]]]: Nocera works for [[Tile]].",0.007827043533325195,0.9992905855178833,1,0,1,12,"Successful"
"[[[[Premise]]]]: This town, which flourished between 6500 and 5500 b.c. , had flat-roofed houses of mud and timber decorated with wall-paintings, some of which show patterns that still appear on Anatolian kilims.<SPLIT>[[[[Hypothesis]]]]: This town is over 8000 years [[old]].","[[[[Premise]]]]: This town, which flourished between 6500 and 5500 b.c. , had flat-roofed houses of mud and timber decorated with wall-paintings, some of which show patterns that still appear on Anatolian kilims.<SPLIT>[[[[Hypothesis]]]]: This town is over 8000 years [[obsolete]].",0.1003372073173523,0.9627654552459717,1,0,1,15,"Successful"
"[[[[Premise]]]]: Candidates must submit a set of fingerprints for review by the FBI.<SPLIT>[[[[Hypothesis]]]]: People that want the job [[have]] to have their [[fingerprints]] sent to the FBI.","[[[[Premise]]]]: Candidates must submit a set of fingerprints for review by the FBI.<SPLIT>[[[[Hypothesis]]]]: People that want the job [[got]] to have their [[thumbprint]] sent to the FBI.",0.08824145793914795,0.8501760363578796,1,2,1,43,"Successful"
"[[[[Premise]]]]: In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.<SPLIT>[[[[Hypothesis]]]]: Cesar Chavez was not [[concerned]] about the dangers of pesticide use.","[[[[Premise]]]]: In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.<SPLIT>[[[[Hypothesis]]]]: Cesar Chavez was not [[misgivings]] about the dangers of pesticide use.",0.0067896246910095215,0.8204543590545654,0,2,0,37,"Successful"
"[[[[Premise]]]]: The red moon made her skin glow.<SPLIT>[[[[Hypothesis]]]]: Her skin was [[glowing]] from the red moon.","[[[[Premise]]]]: The red moon made her skin glow.<SPLIT>[[[[Hypothesis]]]]: Her skin was [[breathtaking]] from the red moon.",0.006147980690002441,0.8333433866500854,1,2,1,23,"Successful"
"[[[[Premise]]]]: Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.<SPLIT>[[[[Hypothesis]]]]: Tax cuts geared to parents will give them greater spending flexibility but will also lead to higher interest rates on [[loans]].","[[[[Premise]]]]: Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.<SPLIT>[[[[Hypothesis]]]]: Tax cuts geared to parents will give them greater spending flexibility but will also lead to higher interest rates on [[credence]].",0.006387174129486084,0.6139670610427856,2,1,2,44,"Successful"
"[[[[Premise]]]]: However, in the off-field (sentimental) tournament, the Falcons and Jets have more appealing story lines.<SPLIT>[[[[Hypothesis]]]]: The Jets and Falcons have [[boring]] stories.","[[[[Premise]]]]: However, in the off-field (sentimental) tournament, the Falcons and Jets have more appealing story lines.<SPLIT>[[[[Hypothesis]]]]: The Jets and Falcons have [[bore]] stories.",0.003289341926574707,0.9972050786018372,0,1,0,47,"Successful"
"[[[[Premise]]]]: right after the war<SPLIT>[[[[Hypothesis]]]]: [[Just]] after the war ended.","[[[[Premise]]]]: right after the war<SPLIT>[[[[Hypothesis]]]]: [[Unmarried]] after the war ended.",0.12370967864990234,0.985353946685791,1,2,1,35,"Successful"
"[[[[Premise]]]]: i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville<SPLIT>[[[[Hypothesis]]]]: I do not know the weather conditions in Lewisville.  ","[[[[Premise]]]]: i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville<SPLIT>[[[[Hypothesis]]]]: I do not know the weather conditions in Lewisville.  ",0.9965202808380127,0.9965202808380127,0,0,1,1,"Skipped"
"[[[[Premise]]]]: In the moment of victory, Tuppence betrayed a somewhat unsportsmanlike triumph.<SPLIT>[[[[Hypothesis]]]]: Tuppence was [[triumphant]].","[[[[Premise]]]]: In the moment of victory, Tuppence betrayed a somewhat unsportsmanlike triumph.<SPLIT>[[[[Hypothesis]]]]: Tuppence was [[sieg]].",0.08385556936264038,0.9730175137519836,1,0,1,8,"Successful"
"[[[[Premise]]]]: The central features of the Results Act-strategic planning, performance measurement, and public reporting and accountability-can serve as powerful tools to help change the basic culture of government.<SPLIT>[[[[Hypothesis]]]]: The Results Act has strategic [[planning]] as a central feature. ","[[[[Premise]]]]: The central features of the Results Act-strategic planning, performance measurement, and public reporting and accountability-can serve as powerful tools to help change the basic culture of government.<SPLIT>[[[[Hypothesis]]]]: The Results Act has strategic [[scheduling]] as a central feature. ",0.004595637321472168,0.9949897527694702,1,2,1,43,"Successful"
"[[[[Premise]]]]: The most important directions are simply up and up leads eventually to the cathedral and fortress commanding the hilltop, and down inevitably leads to one of three gates through the wall to the new town.<SPLIT>[[[[Hypothesis]]]]: The cathedral will be [[spotted]] [[midway]] along the path to the fortress at the summit.","[[[[Premise]]]]: The most important directions are simply up and up leads eventually to the cathedral and fortress commanding the hilltop, and down inevitably leads to one of three gates through the wall to the new town.<SPLIT>[[[[Hypothesis]]]]: The cathedral will be [[showed]] [[mid]] along the path to the fortress at the summit.",0.14300405979156494,0.7256848216056824,2,0,2,41,"Successful"
"[[[[Premise]]]]: They made little effort, despite the Jesuit presence in Asia, to convert local inhabitants to Christianity or to expand their territory into the interior.<SPLIT>[[[[Hypothesis]]]]: The Jesuit presence in Asia helped to convert local residents to Christianity, [[allowing]] them to expand their territory. ","[[[[Premise]]]]: They made little effort, despite the Jesuit presence in Asia, to convert local inhabitants to Christianity or to expand their territory into the interior.<SPLIT>[[[[Hypothesis]]]]: The Jesuit presence in Asia helped to convert local residents to Christianity, [[lets]] them to expand their territory. ",0.16293150186538696,0.7473475933074951,0,1,0,63,"Successful"
"[[[[Premise]]]]: Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.<SPLIT>[[[[Hypothesis]]]]: The ground is [[totally]] [[flat]].","[[[[Premise]]]]: Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.<SPLIT>[[[[Hypothesis]]]]: The ground is [[quite]] [[parabolic]].",0.001097559928894043,0.5545897483825684,0,2,0,58,"Successful"
"[[[[Premise]]]]: i think it's real good anyway it's it's been it was nice meeting you<SPLIT>[[[[Hypothesis]]]]: It was [[nice]] meeting you","[[[[Premise]]]]: i think it's real good anyway it's it's been it was nice meeting you<SPLIT>[[[[Hypothesis]]]]: It was [[wondrous]] meeting you",0.012573599815368652,0.9797249436378479,1,0,1,45,"Successful"
"[[[[Premise]]]]: um-hum  right do where are you at what state<SPLIT>[[[[Hypothesis]]]]: Where are you [[located]]?","[[[[Premise]]]]: um-hum  right do where are you at what state<SPLIT>[[[[Hypothesis]]]]: Where are you [[mailed]]?",0.19929486513137817,0.9937010407447815,1,0,1,17,"Successful"
"[[[[Premise]]]]: Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.<SPLIT>[[[[Hypothesis]]]]: There were a lot of [[small]] towns in the oil fields.","[[[[Premise]]]]: Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.<SPLIT>[[[[Hypothesis]]]]: There were a lot of [[tiniest]] towns in the oil fields.",0.023021042346954346,0.7654456496238708,1,2,1,36,"Successful"
"[[[[Premise]]]]: There's only one thing for me to do.""<SPLIT>[[[[Hypothesis]]]]: There's a [[few]] things left for me to do.","[[[[Premise]]]]: There's only one thing for me to do.""<SPLIT>[[[[Hypothesis]]]]: There's a [[slight]] things left for me to do.",0.027710795402526855,0.8164373636245728,0,2,0,24,"Successful"
"[[[[Premise]]]]: The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.  <SPLIT>[[[[Hypothesis]]]]: Old European colonies were [[liberated]].","[[[[Premise]]]]: The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.  <SPLIT>[[[[Hypothesis]]]]: Old European colonies were [[liberating]].",0.008821070194244385,0.7422774434089661,1,2,1,29,"Successful"
"[[[[Premise]]]]: The inquiry expanded very quickly, however, from asking what technology failed to an examination of contextual influences, such as<SPLIT>[[[[Hypothesis]]]]: They moved they inquiries over from technology failing [[because]] they thought it may be something else.","[[[[Premise]]]]: The inquiry expanded very quickly, however, from asking what technology failed to an examination of contextual influences, such as<SPLIT>[[[[Hypothesis]]]]: They moved they inquiries over from technology failing [[than]] they thought it may be something else.",0.0062674880027771,0.6915279626846313,2,1,2,16,"Successful"
"[[[[Premise]]]]: Your man wouldn't have remained conscious after the first blow.<SPLIT>[[[[Hypothesis]]]]: After the first blow to the [[head]], your man wouldn't have remained [[conscious]].","[[[[Premise]]]]: Your man wouldn't have remained conscious after the first blow.<SPLIT>[[[[Hypothesis]]]]: After the first blow to the [[glum]], your man wouldn't have remained [[cognizant]].",0.02434992790222168,0.5682837963104248,2,1,2,49,"Successful"
"[[[[Premise]]]]: But those that are manufactured for sale in in Europe and so forth are quite the other way around<SPLIT>[[[[Hypothesis]]]]: The ones that are made to sell in Europe are [[different]].","[[[[Premise]]]]: But those that are manufactured for sale in in Europe and so forth are quite the other way around<SPLIT>[[[[Hypothesis]]]]: The ones that are made to sell in Europe are [[sundry]].",0.01562666893005371,0.840454638004303,1,2,1,19,"Successful"
"[[[[Premise]]]]: Fixing current levels of damage would be impossible.<SPLIT>[[[[Hypothesis]]]]: The damage could never be [[fixed]] by an [[artisan]].","[[[[Premise]]]]: Fixing current levels of damage would be impossible.<SPLIT>[[[[Hypothesis]]]]: The damage could never be [[rectified]] by an [[workmanship]].",0.0073798298835754395,0.5209486484527588,2,1,2,56,"Successful"
"[[[[Premise]]]]: Since his death it has been transformed into the Bob Marley Museum and carefully managed by the Marley family to protect the memory of his life.<SPLIT>[[[[Hypothesis]]]]: The museum [[contains]] [[works]] from other members of the Marley family.","[[[[Premise]]]]: Since his death it has been transformed into the Bob Marley Museum and carefully managed by the Marley family to protect the memory of his life.<SPLIT>[[[[Hypothesis]]]]: The museum [[pertains]] [[operates]] from other members of the Marley family.",0.01130819320678711,0.8617380857467651,2,0,2,102,"Successful"
"[[[[Premise]]]]: Sometimes it flattens entire neighbourhoods to make life easier for them.<SPLIT>[[[[Hypothesis]]]]: [[All]] neighborhoods are [[perfectly]] safe in their pursuit of an easier life.","[[[[Premise]]]]: Sometimes it flattens entire neighbourhoods to make life easier for them.<SPLIT>[[[[Hypothesis]]]]: [[Each]] neighborhoods are [[rather]] safe in their pursuit of an easier life.",0.007226765155792236,0.6677992939949036,0,2,0,51,"Successful"
"[[[[Premise]]]]: To make matters worse, many employers looking to save money (and please their employees) will drop dependent benefits if states provide better coverage than the private plans now do.<SPLIT>[[[[Hypothesis]]]]: When states provide better coverage than private plans, many employers will drop dependent benefits and pass the savings on to you.","[[[[Premise]]]]: To make matters worse, many employers looking to save money (and please their employees) will drop dependent benefits if states provide better coverage than the private plans now do.<SPLIT>[[[[Hypothesis]]]]: When states provide better coverage than private plans, many employers will drop dependent benefits and pass the savings on to you.",0.8961679339408875,0.8961679339408875,0,0,2,1,"Skipped"
"[[[[Premise]]]]: Then I considered.<SPLIT>[[[[Hypothesis]]]]: Afterwards, I [[thought]] about it.","[[[[Premise]]]]: Then I considered.<SPLIT>[[[[Hypothesis]]]]: Afterwards, I [[vision]] about it.",0.14440041780471802,0.9094749689102173,1,2,1,54,"Successful"
"[[[[Premise]]]]: probably so yeah you can get a head start on it<SPLIT>[[[[Hypothesis]]]]: You can [[get]] a [[head]] [[start]] on it if you plant now.","[[[[Premise]]]]: probably so yeah you can get a head start on it<SPLIT>[[[[Hypothesis]]]]: You can [[perceive]] a [[glum]] [[initiate]] on it if you plant now.",0.0026840567588806152,0.27640700340270996,2,2,2,96,"Failed"
"[[[[Premise]]]]: The conversation he had overheard had stimulated his curiosity.<SPLIT>[[[[Hypothesis]]]]: The conversation [[made]] him [[curious]] [[because]] they spoke about [[treasure]]","[[[[Premise]]]]: The conversation he had overheard had stimulated his curiosity.<SPLIT>[[[[Hypothesis]]]]: The conversation [[incurred]] him [[surrealistic]] [[than]] they spoke about [[treasuries]]",0.0018153786659240723,0.6386491656303406,2,0,2,111,"Successful"
"[[[[Premise]]]]: You will find two principal  fino and olorose<SPLIT>[[[[Hypothesis]]]]: [[You]] won't [[find]] any fino or olorose.","[[[[Premise]]]]: You will find two principal  fino and olorose<SPLIT>[[[[Hypothesis]]]]: [[Thyself]] won't [[believes]] any fino or olorose.",0.0005246996879577637,0.0016132593154907227,0,0,0,47,"Failed"
"[[[[Premise]]]]: The sooner we strike the better."" He turned to Tuppence.<SPLIT>[[[[Hypothesis]]]]: He convinced Tuppence to [[hold]] off on their action plan. ","[[[[Premise]]]]: The sooner we strike the better."" He turned to Tuppence.<SPLIT>[[[[Hypothesis]]]]: He convinced Tuppence to [[holding]] off on their action plan. ",0.19659745693206787,0.6143845319747925,0,2,0,48,"Successful"
"[[[[Premise]]]]: yeah that's where i got to too the first i got chills up and down when i heard the on the radio and the first time they started doing the bombing<SPLIT>[[[[Hypothesis]]]]: When I heard that on the radio I got chills and the [[beginning]] of the [[bombing]].","[[[[Premise]]]]: yeah that's where i got to too the first i got chills up and down when i heard the on the radio and the first time they started doing the bombing<SPLIT>[[[[Hypothesis]]]]: When I heard that on the radio I got chills and the [[opening]] of the [[explosion]].",0.016209185123443604,0.5095299482345581,1,2,1,72,"Successful"
"[[[[Premise]]]]: This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. <SPLIT>[[[[Hypothesis]]]]: A fight broke out between the [[stepmother]] and the man before her death.","[[[[Premise]]]]: This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. <SPLIT>[[[[Hypothesis]]]]: A fight broke out between the [[stepfather]] and the man before her death.",0.052984654903411865,0.5783400535583496,1,2,1,33,"Successful"
"[[[[Premise]]]]: Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.<SPLIT>[[[[Hypothesis]]]]: The Imperial Hall [[houses]] three marble fountains.  ","[[[[Premise]]]]: Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.<SPLIT>[[[[Hypothesis]]]]: The Imperial Hall [[sarcophagus]] three marble fountains.  ",0.00440061092376709,0.9721413254737854,1,2,1,55,"Successful"
"[[[[Premise]]]]: The tomb guardian will unlock the gate to the tunnel and give you a candle to explore the small circular catacomb, but for what little you can see, it is hardly worth the effort.<SPLIT>[[[[Hypothesis]]]]: The tomb garden can give you a thorough tour of the catacombs.","[[[[Premise]]]]: The tomb guardian will unlock the gate to the tunnel and give you a candle to explore the small circular catacomb, but for what little you can see, it is hardly worth the effort.<SPLIT>[[[[Hypothesis]]]]: The tomb garden can give you a thorough tour of the catacombs.",0.9021044373512268,0.9021044373512268,0,0,2,1,"Skipped"
"[[[[Premise]]]]: at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there<SPLIT>[[[[Hypothesis]]]]: It seems like it's worth trying to get the oil filter out.","[[[[Premise]]]]: at least i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there<SPLIT>[[[[Hypothesis]]]]: It seems like it's worth trying to get the oil filter out.",0.5860532522201538,0.5860532522201538,2,2,1,1,"Skipped"
"[[[[Premise]]]]: Tracking down the tiger is a subtle affair, and requires a degree of dedication, calm, and stealth.<SPLIT>[[[[Hypothesis]]]]: You must be very silent when [[tracking]] tigers.","[[[[Premise]]]]: Tracking down the tiger is a subtle affair, and requires a degree of dedication, calm, and stealth.<SPLIT>[[[[Hypothesis]]]]: You must be very silent when [[supervising]] tigers.",0.27455759048461914,0.8876264095306396,1,0,1,47,"Successful"
"[[[[Premise]]]]: Adrin nodded.<SPLIT>[[[[Hypothesis]]]]: Adrin [[nodded]] his head.","[[[[Premise]]]]: Adrin nodded.<SPLIT>[[[[Hypothesis]]]]: Adrin [[sneered]] his head.",0.007275760173797607,0.9997286200523376,1,0,1,52,"Successful"
"[[[[Premise]]]]: The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.<SPLIT>[[[[Hypothesis]]]]: The WP runs a piece [[outside]] reporting ","[[[[Premise]]]]: The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.<SPLIT>[[[[Hypothesis]]]]: The WP runs a piece [[besides]] reporting ",0.14316242933273315,0.9249374270439148,0,2,0,9,"Successful"
"[[[[Premise]]]]: yeah but uh do you have small kids<SPLIT>[[[[Hypothesis]]]]: Do you have any children? ","[[[[Premise]]]]: yeah but uh do you have small kids<SPLIT>[[[[Hypothesis]]]]: Do you have any children? ",0.917279064655304,0.917279064655304,1,1,2,1,"Skipped"
"[[[[Premise]]]]: For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.<SPLIT>[[[[Hypothesis]]]]: The Victoria Terminus is [[still]] the main departure point for travelers heading deeper into the country.","[[[[Premise]]]]: For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.<SPLIT>[[[[Hypothesis]]]]: The Victoria Terminus is [[yet]] the main departure point for travelers heading deeper into the country.",0.46905481815338135,0.6467645168304443,0,2,0,49,"Successful"
"[[[[Premise]]]]: Cop  Bud White (Crowe) and Ed Exley (Pearce) almost mix it up (59 seconds) :<SPLIT>[[[[Hypothesis]]]]: Bud [[White]] and Ed Exley almost [[mix]] it up.","[[[[Premise]]]]: Cop  Bud White (Crowe) and Ed Exley (Pearce) almost mix it up (59 seconds) :<SPLIT>[[[[Hypothesis]]]]: Bud [[Blanc]] and Ed Exley almost [[melting]] it up.",0.02213042974472046,0.967390239238739,1,0,1,65,"Successful"
"[[[[Premise]]]]: The only drawback is, of course, the large crowds in summer.<SPLIT>[[[[Hypothesis]]]]: It is pretty much [[deserted]] in July.","[[[[Premise]]]]: The only drawback is, of course, the large crowds in summer.<SPLIT>[[[[Hypothesis]]]]: It is pretty much [[inhabited]] in July.",0.17112088203430176,0.7480860948562622,0,2,0,32,"Successful"
"[[[[Premise]]]]: The word itself, tapa, is translated as  lid  and derives from the old custom of offering a bite of food along with a drink, the food being served on a saucer sitting on top of the glass like a lid.<SPLIT>[[[[Hypothesis]]]]: [[Tapas]] are only small in order for you to try a lot.","[[[[Premise]]]]: The word itself, tapa, is translated as  lid  and derives from the old custom of offering a bite of food along with a drink, the food being served on a saucer sitting on top of the glass like a lid.<SPLIT>[[[[Hypothesis]]]]: [[Earplugs]] are only small in order for you to try a lot.",0.20320957899093628,0.9450292587280273,2,0,2,32,"Successful"
"[[[[Premise]]]]: yeah yeah and i took a five year note out on my car when i right when i got out of college and uh i'll never do that again i still got a couple of years on it to go and i'm<SPLIT>[[[[Hypothesis]]]]: My [[biggest]] [[mistake]] was taking a five year note out on my car.","[[[[Premise]]]]: yeah yeah and i took a five year note out on my car when i right when i got out of college and uh i'll never do that again i still got a couple of years on it to go and i'm<SPLIT>[[[[Hypothesis]]]]: My [[higher]] [[failed]] was taking a five year note out on my car.",0.012161970138549805,0.5418164730072021,2,0,2,55,"Successful"
"[[[[Premise]]]]: To places where surface transportation is not available, senders would be required to pay air rates, and possibly air rates keyed to the characteristics of the Alaskan air system.<SPLIT>[[[[Hypothesis]]]]: The Alaskan air system is an [[effective]] [[method]] of shipping.","[[[[Premise]]]]: To places where surface transportation is not available, senders would be required to pay air rates, and possibly air rates keyed to the characteristics of the Alaskan air system.<SPLIT>[[[[Hypothesis]]]]: The Alaskan air system is an [[genuine]] [[procedure]] of shipping.",0.014255940914154053,0.605185329914093,2,0,2,65,"Successful"
"[[[[Premise]]]]: were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side<SPLIT>[[[[Hypothesis]]]]: A [[sign]] that only displays mph.","[[[[Premise]]]]: were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side<SPLIT>[[[[Hypothesis]]]]: A [[symptoms]] that only displays mph.",0.19571101665496826,0.6005717515945435,0,2,0,37,"Successful"
"[[[[Premise]]]]: The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.<SPLIT>[[[[Hypothesis]]]]: Claustrophobics [[will]] not enjoy the [[tunnel]] of Eupalinos.","[[[[Premise]]]]: The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.<SPLIT>[[[[Hypothesis]]]]: Claustrophobics [[eagerness]] not enjoy the [[tunnels]] of Eupalinos.",0.2021886110305786,0.8414492607116699,1,2,1,36,"Successful"
"[[[[Premise]]]]: Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure.<SPLIT>[[[[Hypothesis]]]]: Our heroes aren't [[going]] for any [[academic]] goals. ","[[[[Premise]]]]: Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure.<SPLIT>[[[[Hypothesis]]]]: Our heroes aren't [[walkout]] for any [[yale]] goals. ",0.0014752745628356934,0.5349382162094116,0,2,0,49,"Successful"
"[[[[Premise]]]]: He pulled his cloak tighter and wished for a moment that he had not shaved his head.<SPLIT>[[[[Hypothesis]]]]: The man pulled his super hero cape around himself to show off.","[[[[Premise]]]]: He pulled his cloak tighter and wished for a moment that he had not shaved his head.<SPLIT>[[[[Hypothesis]]]]: The man pulled his super hero cape around himself to show off.",0.9429413080215454,0.9429413080215454,0,0,2,1,"Skipped"
"[[[[Premise]]]]: and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way<SPLIT>[[[[Hypothesis]]]]: There [[needs]] to [[be]] a more [[transparent]] [[distribution]] of money.","[[[[Premise]]]]: and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way<SPLIT>[[[[Hypothesis]]]]: There [[shall]] to [[remain]] a more [[translucent]] [[mailing]] of money.",0.017657339572906494,0.5320460796356201,2,0,2,104,"Successful"
"[[[[Premise]]]]: As discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services.<SPLIT>[[[[Hypothesis]]]]: Personal [[saving]] is how much [[disposable]] personal [[income]] is left over after personal [[spending]] and is [[typically]] about 5%.","[[[[Premise]]]]: As discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services.<SPLIT>[[[[Hypothesis]]]]: Personal [[conserve]] is how much [[accessible]] personal [[recipes]] is left over after personal [[dedicates]] and is [[uniquely]] about 5%.",0.002453744411468506,0.8167816996574402,2,0,2,140,"Successful"
"[[[[Premise]]]]: By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.<SPLIT>[[[[Hypothesis]]]]: [[The]] [[program]] [[had]] only one single [[attorney]].","[[[[Premise]]]]: By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.<SPLIT>[[[[Hypothesis]]]]: [[Both]] [[agendas]] [[am]] only one single [[prosecutors]].",0.0010195374488830566,0.6168402433395386,0,2,0,70,"Successful"
"[[[[Premise]]]]: approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.<SPLIT>[[[[Hypothesis]]]]: The hazards [[range]] from effecting the individual all the way up to the community.","[[[[Premise]]]]: approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.<SPLIT>[[[[Hypothesis]]]]: The hazards [[gama]] from effecting the individual all the way up to the community.",0.009948194026947021,0.524459958076477,2,0,2,35,"Successful"
"[[[[Premise]]]]: Clearly, GAO needs assistance to meet its looming human capital challenges.<SPLIT>[[[[Hypothesis]]]]: The GAO has been [[receiving]] so [[many]] [[applications]] from qualified job [[seekers]] that they have had to [[raise]] the bar in hiring [[new]] [[employees]].","[[[[Premise]]]]: Clearly, GAO needs assistance to meet its looming human capital challenges.<SPLIT>[[[[Hypothesis]]]]: The GAO has been [[benefited]] so [[much]] [[requisition]] from qualified job [[depositing]] that they have had to [[evokes]] the bar in hiring [[nouvelle]] [[serfs]].",0.007696747779846191,0.6102404594421387,2,0,2,263,"Successful"
"[[[[Premise]]]]: Well? cried Tommy eagerly.<SPLIT>[[[[Hypothesis]]]]: [[Tommy]] didn't [[speak]].","[[[[Premise]]]]: Well? cried Tommy eagerly.<SPLIT>[[[[Hypothesis]]]]: [[Buffet]] didn't [[habla]].",0.0005154609680175781,0.06308525800704956,0,0,0,59,"Failed"
"[[[[Premise]]]]: Even the lower limit of that differential compounds to a hefty sum over time.<SPLIT>[[[[Hypothesis]]]]: The [[differential]] will not grow.","[[[[Premise]]]]: Even the lower limit of that differential compounds to a hefty sum over time.<SPLIT>[[[[Hypothesis]]]]: The [[discrepancy]] will not grow.",0.18027406930923462,0.9230018854141235,0,2,0,25,"Successful"
"[[[[Premise]]]]: He had forgotten about Adrin.<SPLIT>[[[[Hypothesis]]]]: He didn't [[remember]] Adrin.","[[[[Premise]]]]: He had forgotten about Adrin.<SPLIT>[[[[Hypothesis]]]]: He didn't [[flashbacks]] Adrin.",0.010198891162872314,0.9532777070999146,1,0,1,35,"Successful"
"[[[[Premise]]]]: The best beach in Europe ' at least that's the verdict of its regulars.<SPLIT>[[[[Hypothesis]]]]: Regulars say that it is totally [[free]] of litter and pollution.","[[[[Premise]]]]: The best beach in Europe ' at least that's the verdict of its regulars.<SPLIT>[[[[Hypothesis]]]]: Regulars say that it is totally [[frei]] of litter and pollution.",0.005886375904083252,0.8709934949874878,2,0,2,28,"Successful"
